Tweets,len,ID,Date,Source,Likes,RTs,SA
"@LijahsFather Hey Buddie, kindly check your DM for our response. ^VM",68,1.12E+18,26/4/2019 14:15,Twitter Web Client,0,0,1
"@TrustMhuka You are welcome Buddie, thank you for your continued support. ^VM",77,1.12E+18,26/4/2019 14:09,Twitter Web Client,0,0,1
"@widzodo @chandipakef Hie there, we sincerely apologise if no apologise were sent out. Kindly let us know your expe… https://t.co/gXNqX0CSfF",140,1.12E+18,26/4/2019 14:07,Twitter Web Client,0,0,1
@NyikaSilence Hie Silence. Thank you for getting in touch with us. Kindly go to your Messages &gt;&gt;&gt; Message settings… https://t.co/utI2ODIBpX,148,1.12E+18,26/4/2019 14:05,Twitter Web Client,0,0,1
"@Lavhuh Hey Buddie, please note that you may DM us your mobile number so that we can have our support team deactivate the services. ^VM",135,1.12E+18,26/4/2019 14:05,Twitter Web Client,0,0,0
@stan_lee94 Hey there. It sounds like you encountered a issue that our technical team is  currently working flat-ou… https://t.co/l50ZkpyjBP,140,1.12E+18,26/4/2019 14:04,Twitter Web Client,0,0,-1
"@NyikaSilence Hi Silence, thank you for letting us know of this challenge. We have escalated the issue to our suppo… https://t.co/jL0TnnnAfD",140,1.12E+18,26/4/2019 14:03,Twitter Web Client,0,0,0
@hchiranda Welcome back Humphrey! 😘,35,1.12E+18,26/4/2019 13:53,Twitter Web Client,2,0,1
"@J90140163 Makadii @J90140163, tingakubatsirei sei nhasi? ^ATM",62,1.12E+18,26/4/2019 13:52,Twitter Web Client,1,0,0
"@fuechitare Hie Fue, please let us know if you have a reference number of the query. If so, kindly forward the number. ^GFK",123,1.12E+18,26/4/2019 13:50,Twitter Web Client,0,0,1
@goffelhusband 😂😂,17,1.12E+18,26/4/2019 13:44,Twitter Web Client,1,0,0
"@zimunyag Hello Godfrey, kindly share your experience so that we can look into the matter and have it rectified. ^VM",116,1.12E+18,26/4/2019 13:31,Twitter Web Client,0,0,1
@rachelmatapura Hie. It sounds like you encountered a known issue that our technical team is  currently working fla… https://t.co/2kjLyoIrUG,140,1.12E+18,26/4/2019 13:28,Twitter Web Client,1,0,0
"@KBtapps Hello Tapiwa, we sincerely apologise for the unpleasant experience. Kindly DM us your mobile number and th… https://t.co/WlxmGyKNJj",140,1.12E+18,26/4/2019 13:21,Twitter Web Client,0,0,1
@dridgey95 Tadaira @dridgey95. ^ATM,35,1.12E+18,26/4/2019 13:20,Twitter Web Client,0,0,0
"@dridgey95 Hi @dridgey95, we charge 10% of the borrowed amount. ^ATM",68,1.12E+18,26/4/2019 13:20,Twitter Web Client,0,0,0
"@Kue_ting Hey Buddie, Kindly let us know the exact challenge that you are facing. Please include your mobile number… https://t.co/ljzRlesQsf",140,1.12E+18,26/4/2019 13:18,Twitter Web Client,0,0,1
"@tumburai_brian Hi Brian, please check your DM for our response. ^ATM",69,1.12E+18,26/4/2019 13:13,Twitter Web Client,0,0,0
"@WadzieTads Hi @WadzieTads, please confirm the mobile number and the transaction date so that we can check and assist. ^ATM",123,1.12E+18,26/4/2019 13:11,Twitter Web Client,0,0,0
"@BonganBongzie Hi @BonganBongzie, please confirm the transacting mobile number for assistance. ^ATM",99,1.12E+18,26/4/2019 13:07,Twitter Web Client,0,0,0
"@VernonKadzunge Hey Buddie, we sincerely apologise for the unpleasant experience. Kindly let us know the error mess… https://t.co/LNc16E0Pzh",140,1.12E+18,26/4/2019 13:02,Twitter Web Client,0,0,1
"@Oppah21 Hi, there @Oppah21, kindly refer to your DM for our response. ^TAM",75,1.12E+18,26/4/2019 13:00,Twitter Web Client,0,0,1
"@MMbwirire Hello@MMbwirire, please check your DM for our response. ^ATM",71,1.12E+18,26/4/2019 12:56,Twitter Web Client,0,0,0
"@pauroWezhira Hi Pauro, please confirm the transaction date for assistance. ^ATM",80,1.12E+18,26/4/2019 12:53,Twitter Web Client,0,0,0
"@Tmas320 Hey Buddie, we sincerely apologise for the unpleasant experience. Kindly DM us your mobile number, amount… https://t.co/bZE472y4kH",139,1.12E+18,26/4/2019 12:52,Twitter Web Client,1,0,1
"@trismeetstrista Hey Buddie, we sincerely apologise for the unpleasant experience. Kindly provide us with the name… https://t.co/Za4i8OCdNS",139,1.12E+18,26/4/2019 12:51,Twitter Web Client,0,0,1
"@masanga_rich Hi Buddie, Please DM your mobile number for assistance. ^ATM",74,1.12E+18,26/4/2019 12:51,Twitter Web Client,0,0,1
"@GivenMusakaruka Makadii Given, tinokumbirawo mujekese. ^ATM",60,1.12E+18,26/4/2019 12:50,Twitter Web Client,0,0,0
@bisonvita Hi Vita. ^ATM,24,1.12E+18,26/4/2019 12:49,Twitter Web Client,0,0,0
"@magistrateee Hello Ghostface, kindly DM us your mobile number so that we can verify. ^VM",89,1.12E+18,26/4/2019 12:48,Twitter Web Client,0,0,1
"@Murandakadzi Hey Buddie, please check your DM for our response. ^ATM",69,1.12E+18,26/4/2019 12:48,Twitter Web Client,0,0,0
"@sungisaidavid @econetzimbabwe @mbow Hello Sungie, we sincerely apologise for the unpleasant experience. Kindly pro… https://t.co/RGRHE3jkNW",140,1.12E+18,26/4/2019 12:47,Twitter Web Client,0,0,1
"@Slimroc007 Hi @Slimroc007, may you kindly DM your mobile number and ID number for further assistance. ^TAM",107,1.12E+18,26/4/2019 12:39,Twitter Web Client,0,0,1
"@marvelmangena Makadii Musawenkosi, tisati taita reversal tinotanga tabata munhu akatumirwa mari kuti tinzwe nyaya… https://t.co/5STSxH8SdM",139,1.12E+18,26/4/2019 12:37,Twitter Web Client,0,0,0
@LeemzyLee @RueSixtynine Hi Buddie. We are excited to announce that you can now log on My Web Self Care:… https://t.co/vZWeTxi3pJ,129,1.12E+18,26/4/2019 12:37,Twitter Web Client,1,0,1
"@awayubam Hello Sparta, welcome back 😊. ^VM",43,1.12E+18,26/4/2019 12:31,Twitter Web Client,0,0,1
"@King_Lisso Hello King Lisso, kindly check your DM for our response. ^VM",72,1.12E+18,26/4/2019 12:30,Twitter Web Client,0,0,1
"@itsPhillippa Hi Buddie, please check our earlier response to you or share your experience with us in our DM. ^ATM",114,1.12E+18,26/4/2019 12:23,Twitter Web Client,0,0,0
"@anthony__mak Hey Anthony, we sincerely apologise for the unpleasant experience. Please note that we have no report… https://t.co/69yIZxvaxy",140,1.12E+18,26/4/2019 12:19,Twitter Web Client,0,0,-1
"@gotocee07 Hi there, we are sorry about the experience @gotocee07. May you DM us the following details so we can as… https://t.co/FOlG4RwOQh",140,1.12E+18,26/4/2019 12:19,Twitter Web Client,0,0,-1
"@kudzylinc Hey Buddie, we sincerely apologise for the unpleasant experience. Kindly note that you may share your ex… https://t.co/3vXMNTxLxs",140,1.12E+18,26/4/2019 12:17,Twitter Web Client,0,0,1
"@itsPhillippa Hello Phillippa, we are sorry for any inconveniences. How may we assist? ^ATM",91,1.12E+18,26/4/2019 12:16,Twitter Web Client,0,0,-1
"@CarolSayi Hey Carol, we sincerely apologise for the unpleasant experience. Kindly DM us your mobile number the nam… https://t.co/hGvVL1Y8tw",140,1.12E+18,26/4/2019 12:16,Twitter Web Client,0,0,1
"@GivenMusakaruka Hi Buddie, please DM @stewardbank with the details they requested from you for assistance. ^ATM",112,1.12E+18,26/4/2019 12:15,Twitter Web Client,0,0,0
"@Deon10551713 Hey Buddie, we sincerely apologise for the unpleasant experience. Kindly let us know the amount so th… https://t.co/BuMMpN9vQP",140,1.12E+18,26/4/2019 12:14,Twitter Web Client,0,0,1
"@stan_lee94 Hello @stan_lee94, may you please confirm the exact challenge that you are facing. ^ATM",99,1.12E+18,26/4/2019 12:13,Twitter Web Client,0,0,1
"@CeeVarie Hey @CeeVarie, we are waiting for your response in our DM. ^ATM",73,1.12E+18,26/4/2019 12:12,Twitter Web Client,0,0,0
"@trekka_ Hey Buddie, kindly check your DM for our response. ^VM",63,1.12E+18,26/4/2019 12:11,Twitter Web Client,0,0,1
"@CeeVarie Hi Buddie, we are responding to you shortly. ^ATM",59,1.12E+18,26/4/2019 12:10,Twitter Web Client,0,0,0
"@tinozinyemba Hi @tinozinyemba, we have responded. ^ATM",55,1.12E+18,26/4/2019 12:10,Twitter Web Client,0,0,0
"@magistrateee Hi @magistrateee, kindly note that your bundles are actively connecting. Should you face any challeng… https://t.co/JeBLqH1cgD",140,1.12E+18,26/4/2019 12:08,Twitter Web Client,0,0,1
@FMugaviri We are very well FoxxMg. ^VM,39,1.12E+18,26/4/2019 12:05,Twitter Web Client,0,0,1
"@BelieveCitizen Hi Fred, may we kindly have your full name, the phone number that is registered on the account and… https://t.co/WcJgXoQy8s",139,1.12E+18,26/4/2019 11:51,Twitter Web Client,0,0,1
"@yandienk99 Hey @yandienk99, kindly note that upgrades of YoMix are still underway. Once done you will be notified. ^TAM",120,1.12E+18,26/4/2019 11:37,Twitter Web Client,1,0,1
"@NDBSINY Hi there @NDBSINY, kindly provide your number via DM so that we may assist. ^TAM",89,1.12E+18,26/4/2019 11:28,Twitter Web Client,0,0,1
@beey24 Hi @beey24. Kindly check your DM for the response. ^TAM,63,1.12E+18,26/4/2019 11:24,Twitter Web Client,0,0,1
@NMatemai Hi there @NMatemai. Kindly check your inbox for our response. ^TAM,76,1.12E+18,26/4/2019 11:21,Twitter Web Client,0,0,1
@Mels_KinkySavvy You are welcome Mellisa. ^VM,45,1.12E+18,26/4/2019 11:05,Twitter Web Client,0,0,1
"@tateh08002787 Hi Tateh, you encountered a known issue that we're investigating. We don't have a resolution yet, bu… https://t.co/5c6idKU4Cx",140,1.12E+18,26/4/2019 11:03,Twitter Web Client,0,0,0
@frawllm @EcoCashZW @stewardbank Kindly assist. ^VM,51,1.12E+18,26/4/2019 11:03,Twitter Web Client,0,0,1
@FaithTaah Tirikutsvakurudza nyaya yacho Faith. ^ATM,52,1.12E+18,26/4/2019 11:02,Twitter Web Client,1,0,0
"@Shortst22 @FaithTaah Not to worry Buddie, we are looking into the issue. ^ATM",78,1.12E+18,26/4/2019 11:01,Twitter Web Client,3,0,0
@Shortst22 We are sorry for that experience @Shortst22. We are still investigating the issue. ^ATM,98,1.12E+18,26/4/2019 11:00,Twitter Web Client,0,0,-1
"@kk251977 Thank you for your feedback Taffy, we will certainly take it into consideration. ^VM",94,1.12E+18,26/4/2019 10:59,Twitter Web Client,0,0,1
@FaithTaah It sounds like you encountered a known issue that we're investigating Faith. We don't have a resolution… https://t.co/dlZoKIHz9x,139,1.12E+18,26/4/2019 10:59,Twitter Web Client,2,0,0
"@Ma_zvi_ta Hey Buddie, please check your DM for our response. ^ATM",66,1.12E+18,26/4/2019 10:59,Twitter Web Client,2,0,0
"@Tapiwa20986123 Hello Tapiwa, kindly let us know the country that you are visiting so that we can verify our roamin… https://t.co/ErAopZCCyt",140,1.12E+18,26/4/2019 10:58,Twitter Web Client,0,0,1
@MakuweTinotenda Makadii Tinotenda? Nyaya yacho yagadziriswa. Zamai zvakare. ^ATM,81,1.12E+18,26/4/2019 10:56,Twitter Web Client,1,0,0
@tinotanak_gurwe Mazvita nekutizivisa. ^ATM,43,1.12E+18,26/4/2019 10:54,Twitter Web Client,0,0,0
@kydkons Dzokai henyu makasununguka Kydkons. ^VM,48,1.12E+18,26/4/2019 10:54,Twitter Web Client,4,0,0
@ShingieV @EcoCashZW Happy day Shingi. ^ATM,43,1.12E+18,26/4/2019 10:53,Twitter Web Client,0,0,1
"@togara3 Hey Buddie, please check your DM for our response. ^VM",63,1.12E+18,26/4/2019 10:50,Twitter Web Client,0,0,0
@kumbie_rosa Hey Rosa. To stop promotional messages send a message written STOP to 30440. ^VM,93,1.12E+18,26/4/2019 10:47,Twitter Web Client,1,0,0
"@machiveyig Hey Buddie, we sincerely apologise for the unpleasant experience. Kindly DM us your mobile number, the… https://t.co/MJO7Yldll5",139,1.12E+18,26/4/2019 10:43,Twitter Web Client,0,0,1
"@greatone732 Hey Dr. Gatawa, we sincerely apologise for that. Kindly DM us your mobile number so that we can call y… https://t.co/acLDcfkzKo",140,1.12E+18,26/4/2019 10:38,Twitter Web Client,0,0,1
"@Grobs10 Hey Buddie, we sincerely apologise for the unpleasant experience. Kindly give us your fathers alternative… https://t.co/KlqSfnyTFB",139,1.12E+18,26/4/2019 10:36,Twitter Web Client,0,0,1
@Tkae_mtapa Oh no Teekay! It sounds like you encountered a known issue that we're investigating. We don't have a re… https://t.co/osVQr9i1Nc,140,1.12E+18,26/4/2019 10:35,Twitter Web Client,1,0,0
"@_oh_behave Hi Buddie, please check your DM for our response. ^ATM",66,1.12E+18,26/4/2019 10:34,Twitter Web Client,0,0,0
"@Tenderomega Hey Buddie, kindly check your DM for our response. ^VM",67,1.12E+18,26/4/2019 10:32,Twitter Web Client,0,0,1
"@Juditmaw Hello Jay, please DM your mobile number so that we can look into the issue. ^ATM",90,1.12E+18,26/4/2019 10:31,Twitter Web Client,0,0,0
@RuvaMukororira @stewardbank please assist. ^ATM,48,1.12E+18,26/4/2019 10:31,Twitter Web Client,0,0,0
"@rachelmatapura Hi Buddie, we are responding to you shortly. ^ATM",65,1.12E+18,26/4/2019 10:30,Twitter Web Client,1,0,0
"@tatendasagu01 Hi Tatenda, kindly check your inbox for our response. ^TAM",73,1.12E+18,26/4/2019 10:29,Twitter Web Client,0,0,1
@Tadieze Oh no Tadiwa! It sounds like you encountered a known issue that we're investigating. We don't have a resol… https://t.co/UCjkK3x165,140,1.12E+18,26/4/2019 10:29,Twitter Web Client,1,0,0
@faraioswald Oh no Farai! It sounds like you encountered a known issue that we're investigating. We don't have a re… https://t.co/LiGPeQn1SU,140,1.12E+18,26/4/2019 10:29,Twitter Web Client,2,0,0
@clairenet11 Inga muri wepedyo wani😃. ^ATM,42,1.12E+18,26/4/2019 10:28,Twitter Web Client,2,0,0
"@Rachel47924440 Hi Rachel, kugara kwebundle mufoni kunoenderana nekuti munorishandisawo sei. Tinokumbirawo kuti mut… https://t.co/5BqQhGnGb0",140,1.12E+18,26/4/2019 10:25,Twitter Web Client,0,0,0
@NyakunuZimunya Hi Clement. Sorry for your experience on our network. Kindly DM your number so that we assist. ^TAM,115,1.12E+18,26/4/2019 10:24,Twitter Web Client,0,0,1
"@Wellymari Hi Welly, izvi zvakaitika rinhi titarise? ^ATM",57,1.12E+18,26/4/2019 10:23,Twitter Web Client,0,0,0
"@caidentadisa Hi @caidentadisa, please check your DM for our response. ^ATM",75,1.12E+18,26/4/2019 10:22,Twitter Web Client,0,0,0
@dropoutzw Noted @dropoutzw. ^ATM,33,1.12E+18,26/4/2019 10:21,Twitter Web Client,1,0,0
"@TreAbraham Hi there @TreAbraham, we are sorry about the experience. DM us the following details so we can assist:… https://t.co/a8559rccsF",139,1.12E+18,26/4/2019 10:20,Twitter Web Client,0,0,-1
"@silasmparadza Hi @silasmparadza, kindly enlight us more via DM on how we may assist. ^TAM",90,1.12E+18,26/4/2019 10:17,Twitter Web Client,0,0,1
"@RumbidzaiZimudz Hey Wonder Woman, we sincerely apologise for the unpleasant experience. Kindly DM us your mobile n… https://t.co/3DvTWiVsyY",140,1.12E+18,26/4/2019 10:16,Twitter Web Client,0,0,1
@JoyceAritora Thank you Joyce for your continued support. ^ATM,62,1.12E+18,26/4/2019 10:09,Twitter Web Client,0,0,0
"@shepherdsimbi Hey Buddie, please note that Ecocash is functioning well. Should you be experiencing any challenges… https://t.co/PqOub10GfB",139,1.12E+18,26/4/2019 10:09,Twitter Web Client,1,0,0
@Deewanashe @econetzimbabwe @melmudiwa @emmanherera @FungaiMandiveyi @263Chat @ZiFMStereo Oh no! It sounds like you… https://t.co/csBS50PPsG,140,1.12E+18,26/4/2019 10:08,Twitter Web Client,1,0,0
"@MusaZondo6 Hello Musa, please note that your transaction did go through. Kindly note that we have resent the confi… https://t.co/pV6IgGHTPC",140,1.12E+18,26/4/2019 10:03,Twitter Web Client,0,0,1
@t_a_dzadza One can also do the same if they purchase our data bundles on *143#. ^ATM,85,1.12E+18,26/4/2019 10:02,Twitter Web Client,0,0,0
"@munamatsve Hi there @munamatsve, kindly check your DM for our response. ^TAM",77,1.12E+18,26/4/2019 10:00,Twitter Web Client,0,0,1
"@TapuahN Hello Tapuah, we sincerely apologise for the time it has taken for the matter to rectified. Kindly note th… https://t.co/h8DyQveWsd",140,1.12E+18,26/4/2019 09:49,Twitter Web Client,0,0,1
"@drmakhuza Hey Zvichanaka, we sincerely apologise for the unpleasant experience. Kindly DM us your mobile number an… https://t.co/ClAuWSZ2yE",140,1.12E+18,26/4/2019 09:47,Twitter Web Client,0,0,1
@RueSixtynine You are always welcome AfroQueen_69. ^VM,54,1.12E+18,26/4/2019 09:44,Twitter Web Client,7,0,1
@talentchimbeze Really🧐. ^ATM,29,1.12E+18,26/4/2019 09:41,Twitter Web Client,0,0,1
"@taffy_mat96 Hi Buddie, please check your DM for our response. ^ATM",67,1.12E+18,26/4/2019 09:37,Twitter Web Client,1,0,0
"@tMartin96 Hey Buddie, we sincerely apologise for the unpleasant experience. Kindly DM us your mobile number, the n… https://t.co/oEXjKXUvDP",140,1.12E+18,26/4/2019 09:35,Twitter Web Client,1,0,1
"@tinahchingy Hey Buddie, we sincerely apologise for the unpleasant experience. Kindly DM us your mobile number and… https://t.co/dHEWEJx6s5",139,1.12E+18,26/4/2019 09:34,Twitter Web Client,0,0,1
"@Lizgandah Hie Mai Yaya, we sincerely apologise for the unpleasant messages. Kindly DM us your mobile number so tha… https://t.co/iKekyhFdTF",140,1.12E+18,26/4/2019 09:32,Twitter Web Client,1,0,1
@nasheymeke Tarisai Mhinduro yedu kuDM kwenyu. ^ATM,51,1.12E+18,26/4/2019 09:31,Twitter Web Client,0,0,0
"@kompexy Makadii @kompexy, tinehurombo nezvakaitika. Tinokuvimbisai kuti mabundle anenge atengwa akasaita, mari ino… https://t.co/OKGLWvBnMF",140,1.12E+18,26/4/2019 09:30,Twitter Web Client,1,0,0
"@harry32140 Hi @harry32140, please DM your mobile number and the transaction amount for assistance. ^ATM",104,1.12E+18,26/4/2019 09:29,Twitter Web Client,0,0,0
"@Lesruez Makadii LesRueZ, tinokumbirawo kuti mutitumidzire dambudziko ramasangana naro tikwanise kuwona kuti tokubatsirai sei. ^VM",130,1.12E+18,26/4/2019 09:28,Twitter Web Client,0,0,0
"@JayneMoyo3 Makadii @JayneMoyo3, tatumirawo mhinduro yenyu kuDM. ^TAM",69,1.12E+18,26/4/2019 09:26,Twitter Web Client,1,0,0
"@Tenderomega Hey Buddie, please note that the reason we ask you to DM is so that we keep some of your information p… https://t.co/tmld5iI2Tu",140,1.12E+18,26/4/2019 09:17,Twitter Web Client,0,0,0
"@YDreamrider Hey Buddie, we sincerely apologise for the unpleasant experience. Kindly clearly specify the recipient… https://t.co/4FT20FFOOf",140,1.12E+18,26/4/2019 09:15,Twitter Web Client,0,0,-1
"@tumburai_brian Hey Buddie, kindly check your DM for our response. ^VM",70,1.12E+18,26/4/2019 09:14,Twitter Web Client,0,0,1
"@taffieblack Hi there @taffieblack, kindly note that it is activated automatically. You can also try restarting you… https://t.co/JnsnX6nY5k",140,1.12E+18,26/4/2019 09:03,Twitter Web Client,0,0,1
@nasheymeke Makazobatsirwa here @nasheymeke? ^ATM,49,1.12E+18,26/4/2019 08:57,Twitter Web Client,0,0,0
"@_idaimuss Hi there, kindly check your DM for our response. ^TAM",64,1.12E+18,26/4/2019 08:57,Twitter Web Client,0,0,1
"@Shona_Bouy Makadii @Shona_Bouy, tinokumbirawo kuti mutitsananngurire ku DM kwedu kuti chii chatora nzvimbo, uye mo… https://t.co/kz7dOUzwOF",140,1.12E+18,26/4/2019 08:51,Twitter Web Client,0,0,0
"@princelawAlison Hi, there @princelawAlison, kindly DM the card serial number, batch number and any four consecutiv… https://t.co/08dGYYGhxp",140,1.12E+18,26/4/2019 08:48,Twitter Web Client,1,0,1
"@themkhust_ncube Hi @themkhust_ncube, thank you for the feedback. Very much appreciated. ^ATM",93,1.12E+18,26/4/2019 08:47,Twitter Web Client,0,0,1
@realpj263 Thank you for information. We have forwarded your mobile number for investigations and if there is a pro… https://t.co/41YDQZgj2D,140,1.12E+18,26/4/2019 08:47,Twitter Web Client,1,0,0
"@silasmparadza Good day @silasmparadza, kindly advise how we may assist you today?^TAM",86,1.12E+18,26/4/2019 08:43,Twitter Web Client,0,0,1
"@timositambuli Hi @timositambuli, we apologize for that experience. To deactivate or opt-out from receiving commerc… https://t.co/C9x5fC7DTn",140,1.12E+18,26/4/2019 08:42,Twitter Web Client,0,0,0
"@MusaZondo6 Hi there @MusaZondo6, kindly DM your mobile number and ID number for further assistance. ^TAM",105,1.12E+18,26/4/2019 08:40,Twitter Web Client,0,0,1
"@Confiant_man Hi Tatenda, please check our earlier response to you. ^ATM",72,1.12E+18,26/4/2019 08:39,Twitter Web Client,0,0,0
"@Confiant_man Hi Buddie, our sincere apologies for the experience.  Kindly send us the following information for as… https://t.co/7NgybMEfm2",140,1.12E+18,26/4/2019 08:38,Twitter Web Client,0,0,1
"@ZimcitizenkumKb Hi there, kindly note we have responded to your DM. ^TAM",73,1.12E+18,26/4/2019 08:38,Twitter Web Client,0,0,1
"@LiifeSiico Hey Buddie, please note that we have no reported challenges. Kindly let us know the problem that you ar… https://t.co/Kn3CzMry7K",140,1.12E+18,26/4/2019 08:34,Twitter Web Client,0,0,1
@Imgee1208 Musadaro @Imgee1208. ^ATM,36,1.12E+18,26/4/2019 08:31,Twitter Web Client,1,0,0
"@enoxy7 Hey Buddie, we sincerely apologise for the unpleasant experience. Kindly DM us your mobile number, the name… https://t.co/UdN3ySiR8P",140,1.12E+18,26/4/2019 08:30,Twitter Web Client,0,0,1
"@Murandakadzi Hi Buddie, please confirm the platform you submitted your issue. ^ATM",83,1.12E+18,26/4/2019 08:30,Twitter Web Client,0,0,0
"@KudzaiChabvuta Makadii Kudzai, Tinokumbirawo kuziwa kuti masangana nedambudziko rei kuti tikwanise kukubatsirai. ^VM",117,1.12E+18,26/4/2019 08:27,Twitter Web Client,0,0,0
@gwanzurafidel Oh no! It sounds like you encountered a known issue that we're investigating. We don't have a resolu… https://t.co/yeDc5DiNpr,140,1.12E+18,26/4/2019 08:26,Twitter Web Client,0,0,0
"@MemekayMercy Hey Mercy, we sincerely apologise for the unpleasant experience. Kindly DM us your mobile number and… https://t.co/Fk3NsdWOrH",139,1.12E+18,26/4/2019 08:25,Twitter Web Client,0,0,1
@mattazz77 @NetOneCellular Welcome back Mathias 😊. ^VM,54,1.12E+18,26/4/2019 08:16,Twitter Web Client,1,0,1
"@Young33shakur1 Hie Boy G, kindly confirm if the date of the transaction was 25 March or 25 April. ^VM",102,1.12E+18,26/4/2019 08:14,Twitter Web Client,0,0,1
"@Gkidking Hey Buddie, we sincerely apologise for the unpleasant experience. Kindly let us know the challenge that y… https://t.co/5RG3WG9ylk",140,1.12E+18,26/4/2019 08:07,Twitter Web Client,1,0,1
"@Priv_N_Sibanda Hi Buddie, please confirm if you are still facing the same challenge. ^ATM",90,1.12E+18,26/4/2019 08:03,Twitter Web Client,0,0,0
"@TreAbraham Hey Buddie, we do love you. ^VM",43,1.12E+18,26/4/2019 07:51,Twitter Web Client,0,0,1
"@KudzaiChabvuta Hey Buddie, kindly DM us your mobile number so that we can look into the transactions and advise you accordingly. ^VM",133,1.12E+18,26/4/2019 07:50,Twitter Web Client,0,0,1
"@ka19801974 Hey Buddie, we sincerely apologise for the unpleasant experience. Kindly provide us with the following… https://t.co/DvOUkHYn3k",139,1.12E+18,26/4/2019 07:49,Twitter Web Client,0,0,1
@allan_chaumba Check your DM for the response. ^WS,50,1.12E+18,26/4/2019 07:49,Twitter Web Client,0,0,0
@unidzeleonard We value your feedback and support! ^WS,54,1.12E+18,26/4/2019 07:47,Twitter Web Client,0,0,0
"@kudaaustin @MafaroDexter Hey Anndile, thanks for letting us know of this challenge. We have escalated the issue to… https://t.co/lzCov38Wlt",140,1.12E+18,26/4/2019 07:47,Twitter Web Client,0,0,1
@tanyachinoo Hey Tanya! We have  refreshed network on your line. Restart your device and try again to connect. Let… https://t.co/iMWNEGKfAj,139,1.12E+18,26/4/2019 07:46,Twitter Web Client,0,0,0
@pame268 Please check your DM for our response. ^ATM,52,1.12E+18,26/4/2019 07:43,Twitter Web Client,0,0,0
"@pame268 Hi @pame268, we notice that you have been responded to earlier. ^ATM",77,1.12E+18,26/4/2019 07:42,Twitter Web Client,0,0,0
@nevison_gakaka @nevison_gakaka! Kindly DM your mobile number so that we may assist. ^WS,88,1.12E+18,26/4/2019 07:42,Twitter Web Client,0,0,1
"@WilhemWilliam Hello William, please DM your mobile number, transaction amount and the transaction date for assistance. ^ATM",124,1.12E+18,26/4/2019 07:36,Twitter Web Client,0,0,0
"@therealSamaita Morning Samaita, kindly note that your issue is being worked on and once it has been resolved you w… https://t.co/lBzo3UMTfK",140,1.12E+18,26/4/2019 07:36,Twitter Web Client,0,0,1
@Josephmugomba87 We appreciate your continued support @Josephmugomba87. ^ATM,76,1.12E+18,26/4/2019 07:35,Twitter Web Client,1,0,0
"@BoityMelissa Hi @arlingtonrufaro, we are responding to you shortly. ^ATM",73,1.12E+18,26/4/2019 07:31,Twitter Web Client,0,0,0
@an3su_inyanzvi Noted with thanks. Refer to your DM for the response. ^WS,73,1.12E+18,26/4/2019 07:31,Twitter Web Client,0,0,1
"@kudaaustin Hey General, thank you for letting us know of this challenge. We have escalated the issue to our suppor… https://t.co/MZThmtTvGy",140,1.12E+18,26/4/2019 07:31,Twitter Web Client,0,0,1
"@Palzy2 @EcoCashZW Hey Manacane, we sincerely apologise for the unpleasant experience. Kindly DM us your mobile num… https://t.co/mKgKa8SzXc",140,1.12E+18,26/4/2019 07:30,Twitter Web Client,0,0,1
@KWTGlobal Musanetseke henyu @KWTGlobal. ^ATM,45,1.12E+18,26/4/2019 07:29,Twitter Web Client,0,0,0
@ClemencyElisha Makadii Clemency. Tinokumbirawo kuti mutitumidzire ku DM kwedu nhamba dzenyu dzerunhare uye netsang… https://t.co/AN3t2KxvYp,140,1.12E+18,26/4/2019 07:28,Twitter Web Client,0,0,0
"@kudaaustin Hey Buddie, we sincerely apologise for the time it has taken for the matter to be rectified. Please not… https://t.co/Hlx8ne1TEH",140,1.12E+18,26/4/2019 07:25,Twitter Web Client,0,0,1
@fanueltmlambo Tizivisei nhamba dzamakatengera airtime Fanuel nedzakatenga tikubatsirei. ^WS,92,1.12E+18,26/4/2019 07:24,Twitter Web Client,0,0,0
@smunetsi33 We greatly appreciate and value your feedback. ^WS,62,1.12E+18,26/4/2019 07:23,Twitter Web Client,0,0,1
@CmdRaptor Really @CmdRaptor😃? ^ATM,35,1.12E+18,26/4/2019 07:23,Twitter Web Client,0,0,1
"@Pascal5550 Hey Pascal, DM your mobile number so that we may assist. ^WS",72,1.12E+18,26/4/2019 07:22,Twitter Web Client,0,0,0
"@nyasha_daniel Hie Nyasha, kindly share your experience so that we can look into the matter and have it rectified. ^VM",118,1.12E+18,26/4/2019 07:22,Twitter Web Client,0,0,1
"@mdluli_marty Hi Buddie, please note that official communication was sent, see press for details. ^ATM",102,1.12E+18,26/4/2019 07:22,Twitter Web Client,0,0,0
@_Wilson_G Check your DM for the response. ^WS,46,1.12E+18,26/4/2019 07:22,Twitter Web Client,1,0,0
"@kudaaustin Hey General, thank you for letting us know of this challenge. We have escalated the issue to our suppor… https://t.co/WL7uKiZFKU",140,1.12E+18,26/4/2019 07:21,Twitter Web Client,0,0,1
"@clever_shoniwa Hi Clever, our sincere apologies for those experiences. Please  DM to confirm the transaction dates… https://t.co/sMbkcZ5Aja",140,1.12E+18,26/4/2019 07:21,Twitter Web Client,0,0,1
"@MissKR12 Hey Miss_K, we sincerely apologise for the unpleasant experience. Kindly provide us with the following de… https://t.co/SiX9Z8YLsA",140,1.12E+18,26/4/2019 07:18,Twitter Web Client,0,0,1
