,Tweets
1188,"@juliusshonhiwa Hello LL Cool J, we sincerely apologise for the unpleasant experience. Kindly DM us your mobile num… https://t.co/ieWzXqTOwu"
1189,"@Nellaz2015 Hey Buddie, kindly check your DM for our response. ^VM"
1190,"@ArthurGatsi09 Hie Mr Gatsi, may you please check your messages for our response. ^TFM"
1191,"@therealSamaita @SlimSEM_ Hi @therealSamaita, tiziviseiwo dambudziko ramuri kusangana naro tikwanise kukubatsirai. ^MM"
1192,"@Zenzo53483886 Hie Zenzo, thank you for getting in touch. Kindly note that the transfer was reversed on 29 April. ^TFM"
1193,"@Ngonidzashe56 Hey Buddie, we sincerely apologise for the unpleasant experience. Please DM us your mobile number so… https://t.co/rq76eYApDV"
1194,"@Blood_Gestuga Hey Buddie, please check your DM for our response. ^VM"
1195,"@MabhandiKundai Sorry about that Kundai, may you please confirm all is well now. ^TFM"
1196,"@Godknowschinya2 Hie Godknows, thank you for reaching out to us. May you please direct message your mobile number s… https://t.co/MF3UFiz88k"
1197,"@tanyarudziva Hello Karen, we sincerely apologise for the unpleasant experience. Kindly DM us your mobile number an… https://t.co/KekxSMDXCw"
1198,@ChihururuD We have responded to you Desire. ^TFM
1199,"@jayaguru_ZW Hie Jayaguru, may we know which site you are connecting to? ^TFM"
1200,"@linzYNWA Hie Allen, we are sorry for the delay. We are attending to the query. ^TFM"
1201,"@larry_jawi @michaeldera Hi @larry_jawi, may you kindly share your experience so that we can assist. ^MM"
1202,"@_Dingz Hie Tawie, you bought 2G data. The bundle has since expired. ^TFM"
1203,"@StanleyVera5 @donshava @econetzimbabwe Hi @StanleyVera5, kindly share with us your experience so that we can assist. ^MM"
1204,@Tyreg263 Makadini Blesser? Tinehurombo naizvozvo. Dambudziko remifananidzo ririkuwongororwa nekugadziriswa. ^TBR
1205,"@zimcritic Hie @zimcritic, may you please resend the DM so that we can assist. ^TFM"
1206,"@majola_joel Thank you Joel, your DM will be attended to shortly. ^TBR"
1207,"@ndongwetim Hey Timothy, may you please let us know the amount that you topped up as well as the time you made the… https://t.co/heekLBTSmA"
1208,"@PanaChikonz Hey Panashe, thanks for getting in touch with us. May you please send us a direct message with your mo… https://t.co/ir981LIy3p"
1209,"@ill_mind_of_Twz @donshava Makadini @ill_mind_of_Twz, tinokumbirawo mutarise mhinduro yedu kuDM kwenyu. ^MM"
1210,"@Godknowschinya2 @donshava Makadini @Godknowschinya2, tinokumbirawo mutitumire nhamba dzenhare yenyu tikwanise kukubatsirai. ^MM"
1211,"@t1ironman Hie ironman, please send STOP to 30440 to deactivate the messages. ^TFM"
1212,"@FidelNyams You can visit our website to view the charges; https://t.co/AH3zkU4KRY
^TFM"
1213,"@Orshy_M Hie Mickey Mouse, kindly note that the bundle went through and was exhausted, ^TFM"
1214,"@King_Alpha99 Makadini @King_Alpha99, tinokumbirawo mutitumirewo nhamba dzenhare yenyu nezuva ramakatenga kuti tikwanise kukubatsirai. ^MM"
1215,"@CharlesMasayire Hi @CharlesMasayire, kindly check your DM for our response. ^MM"
1216,"@teekayflamez Sorry for the delay @teekayflamez, we are working on the issue. ^TFM"
1217,"@__Lesley____ @EcoCashZW Hi @__Lesley____, may you kindly DM your mobile number, date of purchase and amount so that we can assist."
1218,"@Kris_Kuda Hie Kris, you will need to unsubscribe to stop the service. ^TFM"
1219,"@Prudy89mufc Sorry about that Itai, may you please try now and advise. ^TFM"
1220,"@iam_kingbee @CA_Zimbabwe @econetzimbabwe @fayaz_king Hi @iam_kingbee, kindly DM the challenge that you are facing… https://t.co/r98egfjwa8"
1221,"@seanmaponga Hi @seanmaponga, may you kindly share your mobile number, date of purchase and amount so that we can assist. ^MM"
1222,"@skhumoyo2000 @Potraz_zw Hi @skhumoyo2000, kindly inform us the challenge that you are facing so that we can assist. ^MM"
1223,"@Adijah20 Hie Adijah, titumirei number dzenyu uye transaction yacho nezuva razvakaitika tikwanise kugadzirisa. ^TFM"
1224,"@queenkathiey_ Hie @queenkathiey_, we apologise for your experience. Please note we are working on reversing the fa… https://t.co/wx3HRxMK93"
1225,"@telthemweb Hi @telthemweb, may you DM your mobile number so that we assist. ^TAM"
1226,"@SlimSEM_ Hi @SlimSEM_, our apologies for the experience, kindly DM us your number if you are still facing challenges. ^TAM"
1227,"@shokoh43 Hie  @shokoh43, our sincere apologies for the late response. Kindly DM your mobile number and the date of… https://t.co/BTCfCLCvBw"
1228,@Zezuru_Lord We value your feedback @Zezuru_Lord and we will share with the team. ^TAM
1229,"@zimexapp Hie @zimxapp, our sincere apologies for the experience. Kindly follow us back so that you may be able to… https://t.co/Y2JUS8ZmMZ"
1230,"@decimal_lee Hi buddie, our apologies for the experience, kindly DM your mobile number and date of the transaction so that we assist. ^TAM"
1231,"@sorobysays @econetzimbabwe Hie Selby, our sincere apologies for the late response. Kindly note that all our Econet… https://t.co/F9QUQnlKph"
1232,"@Chitsenga Hie Elisha, kindly note that you have exhausted the bundles, therefore, we cannot convert any of the bun… https://t.co/DdlZSzi4na"
1233,"@RoeNomaMasayile Hie Roe, kindly refer to your DM for our response. ^SC"
1234,"@MabhandiKundai Hi buddie, may you DM us your phone number and the error message that you are getting. ^TAM"
1235,@nathan_ncube You welcome. Thank you for your continued support and stay inspired! ^TAM
1236,@IsheAnesu_ Hi there @IsheAnesu_. We value your feedback and we will share your contribution with our team. ^TAM
1237,@LoicSarue Check your DM. ^TAM
1238,"@OwenPangaz Hey Owen, we are sorry about the experience. Please, may you DM us the following details so we can assi… https://t.co/0GAhmDXQim"
1239,"@telthemweb Hie Telthemweb, our sincere apologies for the experience. Kindly DM your mobile number so that we may i… https://t.co/UKPfoOSCf1"
1240,"@LoicSarue Hie Sarudzai, kindly refer to your DM for our response. ^TAM"
1241,"@_Carrie28 Hie  @_Carrie28, kindly check your DM for our response. ^SC"
1242,"@hope_nobs Hi, there nobs. Kindly check your DM for the response.^TAM"
1243,"@shepher33123378 Hi shepherd. Please note that the bundles are usage based and not time-based. For transparency, ki… https://t.co/3tCBmLBPld"
1244,"@Mufaro_Chifamba Hi buddie, kindly DM your number so that we assist. ^TAM"
1245,"@adreno_junky Hie @adreno_junky, our sincere apologies for the late response. Kindly DM your mobile number, date of… https://t.co/24RqFmRIZ7"
1246,@srgnrt @AMugandani Makadini Srgnrt? Tinokumbirawo kuti mutarisewo mhinduro yenyu ku inbox kwenyu. ^SC
1247,@FataJacob Hie Jacob. Kindly check your DM for the response.^TAM
1248,"@brmanw Hie Brian, our sincere apologies for the experience. Kindly note that we have escalated the issue to the re… https://t.co/WWY14wDBig"
1249,@onnyd 👍
1250,"@seanmaponga Hi there sean, kindly check your DM. ^TAM"
1251,"@LilNekony Hie Perfect, thank you for getting in touch. Kindly refer to your DM for our response. ^SC"
1252,"@Godknowschinya2 Makadii @Godknowschinya2, tinehurombo nedambudziko iroro. Tinokumbirawo nhamba dzenyu kuDM tikubatsirei. ^TAM"
1253,"@malinga_pk Hi @malinga_pk, kindly note we can convert them to WhatsApp bundles if they haven't activated. May you… https://t.co/F3rbDPquPh"
1254,"@claudiusmusindo @econetzimbabwe @EcoCashZW Hie iClaudMusindo, our sincere apologies for the experience. Kindly DM… https://t.co/3kdaO9rdkp"
1255,"@Mandlisto4 Hi Manje. Please note that the bundles are usage based. For transparency, kindly refer to your data cou… https://t.co/qehp5btRDH"
1256,"@FidelNyams Hie @FidelNyams, our sincere apologies for the late response. Kindly DM your number so that we may investigate and assist. ^SC"
1257,"@ABaruwa Hi there A Baluwa, kindly DM your mobile number so that we assist. ^TAM"
1258,@gift_jeremia Kindly check your DM for our response. ^TAM
1259,"@mlevu28 Hie, kindly DM your mobile number and ID number so that we assist.^TAM"
1260,"@majola_joel Hey @majola_joel, may you kindly DM us your mobile number, and device name so we can check and assist. ^TAM"
1261,@Deon10551713 Our apologies for the experience Deon. Kindly check your DM for our response. ^TAM
1262,"@acmugadza Hie @acmugadza, our sincere apologies for the late response. Kindly DM your mobile number so that we may… https://t.co/LOanKyNByS"
1263,"@Orshy_M Hie Mickey Mouse, our sincere apologies for the late response. Kindly DM your number and share your experi… https://t.co/0ALZ6Os7in"
1264,"@Nozee_dee Hi buddie, kindly DM your mobile number for assistance. ^TAM"
1265,"@the_dimpled_one Hi Miss C, our apologies for the experience. Kindly check your DM for our response. ^TAM"
1266,"@lindiwetshuma Hie Lindiwe, our sincere apologies for the late response. Kindly DM your mobile number, the recipien… https://t.co/v5lgNxZE4Y"
1267,"@Mickey___88 Hie @Mickey___88, kindly refer to your DM for our response. ^SC"
1268,"@Greatbleble Hi @Greatbleble, kindly provide us with the date so that we assist. ^TAM"
1269,"@bryain_elijah Hie Bryain, our sincere apologies for the experience. Kindly confirm the amount of the transaction s… https://t.co/ZLtlEKoVoM"
1270,"@mandeyamandeya Hi @mandeyamandeya, may you kindly DM your mobile number and device name so we can check and assist. ^TAM"
1271,"@tammy_chie Hie Buddie, thank you for getting in touch. Simply dial *143#
-select option 6: Account Services
-selec… https://t.co/KgdWhUd3xd"
1272,"@sam_signsofhope Hi Samantha, our apologies for the experience. Kindly note that you can purchase bundles from ecoc… https://t.co/f5jXKrkoba"
1273,@KayzThaDon Makadini @KayzThaDon? Tinehurombo nedambudziko ramasangana naro. Tanga tichikumbirawo kuti mutipewo nha… https://t.co/2Ylvf0M7W8
1274,"@Tatenda_KJ Hi there @Tatenda_KJ, kindly DM your mobile number and date of occurrence so that we assist. ^TAM"
1275,"@NdiniZee Hie Sugar_Bullet, kindly refer to your DM for our response. ^SC"
1276,"@LarryNomad Hie Larry, thank you for getting in touch. Kindly DM your mobile number so that we may investigate and… https://t.co/OXhRG3Od3K"
1277,@Mathias22599452 Hi Mathias. Please DM your mobile number and banking details for assistance. ^TAM
1278,"@LarryNomad Hie Larry, our sincere apologies for the late response. Please note that we had intermittent network ch… https://t.co/8kDpydu17q"
1279,"@churays Hi there, may we have the number so that we assist. Also, highlight if you want us to convert to voice air… https://t.co/lY6qN11rz7"
1280,@DrumNgoma Kindly check your DM for the response.^TAM
1281,"@taytbells Hi @taytbells, kindly check your DM for our response. ^TAM"
1282,@Tinashe_Marope Makadini Tinashe? Tinehurombo kunonoka kupindura tsamba yenyu. Tanga tichikumbirawo kuti mutarisewo… https://t.co/lMnTh3Rmce
1283,"@sluw12 Good day @sluw12, kindly DM your mobile number so that we may assist.^TAM"
1284,@xupez2 @12 Hi xupez. Kindly check your DM for the response. ^TAM
1285,"@Thutsi14 Hie @Thutsi14, thank you for asking such a wonderful question. Kindly DM your mobile number and type of h… https://t.co/aSFqCmWEvE"
1286,"@Sir_Zachi Hie @Sir_Zachi, kindly note that our bundles do show media. If you are facing any challenges, please DM… https://t.co/MxlAcxNnK0"
1287,"@TakundanasheW Hi there @TakundanasheW, kindly check your DM for our response. ^TAM"
1288,"@ill_mind_of_Twz Hie @ill_mind_of_Twz, our sincere apologies for the late response. Kindly check your DM for our response. ^SC"
1289,"@VongaiMashoko Hie Vongai, our sincere apologies for the late response. Kindly check your DM for our response. ^SC"
1290,"@marchez05 Hi @marchez05. Kindly note, for a failed swipe into Ecocash transaction, you get a letter from where you… https://t.co/x1k01rODjl"
1291,"@narrenm1 Hi there, we have responded to your DM, kindly check. ^TAM"
1292,"@allanmmoyo Hi there, we responded to your DM allan. ^TAM"
1293,"@donky81 Hi there @donky81, our apologies for that experience, kindly DM your mobile number, error message and meth… https://t.co/BhmYgoSVE8"
1294,"@MushureTaurai Hie Taurai, please note that all our bundles are working. Kindly DM us your mobile number if you are… https://t.co/MfWDEyvIjP"
1295,"@A_263ZW @donshava Hie Buddie, our sincere apologies for the late response. Kindly refer to your DM for our response. ^SC"
1296,"@Dobie_M @EcoCashZW Hie @Dobie, our sincere apologies for the late response. Kindly check your DM for our response. ^SC"
1297,"@DrMartinStrange Hi @DrMartinStrange, we are sorry about the experience. Please, may you DM us the following detail… https://t.co/jfOqSL2O2o"
1298,"@kim_mancube Hie Kikie, our sincere apologies for the late response. Kindly provide your mobile number so that we m… https://t.co/0PV6zDHDKF"
1299,"@Wesleymwai Hie o @Wesleymwai, our sincere apologies for the late response. Kindly check your DM for our response. ^SC"
1300,"@chirembawa @sam_signsofhope @econetzimbabwe @misazimbabwe @MasaisaiSaymore @GwiziSoneni Hie Buddie, our sincere ap… https://t.co/u1UqK3zV9E"
1301,@SPazvose We value your feedback Shumba and we are committed to delivering the best service ever. How may we assist you? ^TAM
1302,@Pimpy21817676 Kindly provide your mobile number so that we assist you Pimpy. ^TAM
1303,@godgiven_givie Makadini Godgiven? Tinehurombo nedambudziko ramakasangana naro. Tanga tichikumbirawo kuti muende pa… https://t.co/4iJLKHivFo
1304,"@takawiramoyo Hi there, kindly provide their mobile number so that we engage them and assist. ^TAM"
1305,"@permakool Hi aMumba, please check your direct message for our response.^TAM"
1306,"@Charmieku Our apologies for the experience @Charmieku, kindly check your DM for our response. ^TAM"
1307,@Tendy263 We responded Tendai. ^TAM
1308,@dougzw70 We value your feedback @dougzw70 and we are committed to delivering the best service ever. We will look i… https://t.co/PuPrCTQ8Vp
1309,"@Tanakamac2005 Yes, we do Tanaka. Go to your Play/App Store and download the Econet WiFi Zone application so that y… https://t.co/Xf3fjal1FE"
1310,"@paULsimbah Hi there, kindly DM your mobile number and bundle purchased for assistance. ^TAM"
1311,"@Simpsonmajeejnr Makadii @Simpsonmajeejnr, tinogona kukubatsirai nemashandiro e mywebselfcare kana musingayinzwisis… https://t.co/EQgVyoglPm"
1312,"@Abunhidza Hie Abraham, our sincere apologies for the unpleasant experience. We have noted that you indeed purchase… https://t.co/JCRQVcEYTh"
